Model,makespan (over all),avg abs start deviation,avg duration deviation,kendall_sequ_sim,levenshtein_seq_sim,a1_0_seq_sim,a2_0_seq_sim,a3_0_seq_sim,seed,instance,priority_rule
LogNormalDistributionModel,2.0,7.9,0.1,0.997,22.0,1.0,1.0,0.99,4494,550,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4495,550,fcfs
CausalContinousModel,-4.0,7.5,0.3,0.999,11.667,1.0,1.0,0.996,4495,550,fcfs
AverageOperationModel,3.0,6.1,0.2,0.999,11.0,1.0,1.0,0.997,4495,550,fcfs
LogNormalDistributionModel,8.0,6.8,0.1,0.999,16.333,1.0,1.0,0.996,4495,550,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4496,550,fcfs
CausalContinousModel,2.0,7.4,0.4,0.998,17.333,1.0,1.0,0.993,4496,550,fcfs
AverageOperationModel,-0.0,3.5,0.2,0.999,12.0,1.0,1.0,0.996,4496,550,fcfs
LogNormalDistributionModel,-0.0,11.5,0.2,0.996,24.333,1.0,1.0,0.987,4496,550,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4497,550,fcfs
CausalContinousModel,-2.0,7.1,0.0,0.997,18.0,1.0,1.0,0.992,4497,550,fcfs
AverageOperationModel,-4.0,9.1,0.0,0.996,22.667,1.0,1.0,0.988,4497,550,fcfs
LogNormalDistributionModel,1.0,6.6,-0.1,0.998,22.0,1.0,1.0,0.994,4497,550,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4498,550,fcfs
CausalContinousModel,1.0,7.5,0.0,0.998,16.0,1.0,1.0,0.995,4498,550,fcfs
AverageOperationModel,-1.0,5.9,-0.1,0.999,16.667,1.0,1.0,0.996,4498,550,fcfs
LogNormalDistributionModel,1.0,7.6,-0.3,0.998,17.333,1.0,1.0,0.995,4498,550,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4499,550,fcfs
CausalContinousModel,-2.0,7.7,0.1,0.997,22.667,1.0,1.0,0.991,4499,550,fcfs
AverageOperationModel,-3.0,4.7,0.0,0.999,15.667,1.0,1.0,0.996,4499,550,fcfs
LogNormalDistributionModel,1.0,5.4,-0.1,0.999,16.667,1.0,1.0,0.996,4499,550,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4500,550,fcfs
CausalContinousModel,2.0,8.3,-0.3,0.998,17.667,1.0,1.0,0.993,4500,550,fcfs
AverageOperationModel,-4.0,9.7,-0.2,0.998,20.667,1.0,1.0,0.993,4500,550,fcfs
LogNormalDistributionModel,1.0,5.3,-0.2,0.998,18.0,1.0,1.0,0.995,4500,550,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4501,550,fcfs
CausalContinousModel,1.0,6.6,0.0,0.997,20.667,1.0,1.0,0.992,4501,550,fcfs
AverageOperationModel,-5.0,4.9,0.1,0.999,8.0,1.0,1.0,0.998,4501,550,fcfs
LogNormalDistributionModel,3.0,6.3,-0.2,0.999,11.667,1.0,1.0,0.998,4501,550,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4502,550,fcfs
CausalContinousModel,1.0,3.1,-0.0,0.999,11.0,1.0,1.0,0.998,4502,550,fcfs
AverageOperationModel,-1.0,3.5,0.0,0.999,10.0,1.0,1.0,0.998,4502,550,fcfs
LogNormalDistributionModel,3.0,6.0,-0.2,0.998,21.333,1.0,1.0,0.994,4502,550,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4503,550,fcfs
CausalContinousModel,-4.0,9.0,0.3,0.996,21.333,1.0,1.0,0.989,4503,550,fcfs
AverageOperationModel,-7.0,7.2,0.0,0.997,19.333,1.0,1.0,0.992,4503,550,fcfs
LogNormalDistributionModel,-0.0,6.6,0.1,0.997,24.667,1.0,1.0,0.991,4503,550,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4504,550,fcfs
CausalContinousModel,3.0,18.0,0.4,0.993,23.333,1.0,1.0,0.978,4504,550,fcfs
AverageOperationModel,-2.0,8.8,0.2,0.997,18.0,1.0,1.0,0.991,4504,550,fcfs
LogNormalDistributionModel,-1.0,4.9,0.3,0.999,16.333,1.0,1.0,0.996,4504,550,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4505,550,fcfs
CausalContinousModel,-2.0,5.1,-0.2,0.999,13.0,1.0,1.0,0.997,4505,550,fcfs
AverageOperationModel,-7.0,5.6,-0.1,0.999,9.333,1.0,1.0,0.998,4505,550,fcfs
LogNormalDistributionModel,-6.0,6.1,-0.1,0.999,11.667,1.0,1.0,0.997,4505,550,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4506,550,fcfs
CausalContinousModel,-8.0,6.5,-0.1,0.999,12.0,1.0,1.0,0.997,4506,550,fcfs
AverageOperationModel,-9.0,6.0,0.0,0.998,17.667,1.0,1.0,0.995,4506,550,fcfs
LogNormalDistributionModel,-1.0,10.0,-0.2,0.998,17.667,1.0,1.0,0.994,4506,550,fcfs
