Model,makespan (over all),avg abs start deviation,avg duration deviation,levenshtein_seq_sim,a1_0_seq_sim,a2_0_seq_sim,a3_0_seq_sim,overall_tool_changes,seed,instance,priority_rule
AverageOperationModel,5.0,6.3,0.3,15.667,0,0,47,35.52,1555,550,fcfs
LogNormalDistributionModel,5.0,9.0,0.2,9.333,0,0,28,35.52,1555,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,36.853,1556,550,fcfs
CausalContinousModel,21.0,21.8,0.5,22.667,0,0,68,34.63,1556,550,fcfs
AverageOperationModel,16.0,13.0,0.3,18.0,0,0,54,35.52,1556,550,fcfs
LogNormalDistributionModel,11.0,15.0,0.5,19.0,0,0,57,35.963,1556,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,34.187,1557,550,fcfs
CausalContinousModel,6.0,10.3,0.5,9.0,0,0,27,33.297,1557,550,fcfs
AverageOperationModel,6.0,11.3,0.2,15.0,0,0,45,34.187,1557,550,fcfs
LogNormalDistributionModel,9.0,15.3,0.1,21.333,0,0,64,35.52,1557,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,33.74,1558,550,fcfs
CausalContinousModel,10.0,10.2,0.2,17.667,0,0,53,35.073,1558,550,fcfs
AverageOperationModel,4.0,4.9,0.1,10.333,0,0,31,33.74,1558,550,fcfs
LogNormalDistributionModel,10.0,12.3,0.1,19.667,0,0,59,35.073,1558,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,34.187,1559,550,fcfs
CausalContinousModel,15.0,13.0,0.6,21.333,0,0,64,35.52,1559,550,fcfs
AverageOperationModel,2.0,6.6,0.2,13.0,0,0,39,34.187,1559,550,fcfs
LogNormalDistributionModel,11.0,17.1,0.4,16.0,0,0,48,34.63,1559,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,35.963,1560,550,fcfs
CausalContinousModel,4.0,7.8,0.2,15.667,0,0,47,36.407,1560,550,fcfs
AverageOperationModel,21.0,11.8,0.3,12.333,0,0,37,36.407,1560,550,fcfs
LogNormalDistributionModel,18.0,17.6,0.0,16.667,0,0,50,37.297,1560,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,35.073,1561,550,fcfs
CausalContinousModel,27.0,18.3,0.5,20.0,0,0,60,35.963,1561,550,fcfs
AverageOperationModel,7.0,8.9,0.4,21.333,0,0,64,35.52,1561,550,fcfs
LogNormalDistributionModel,12.0,10.1,0.3,16.333,0,0,49,33.74,1561,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,35.52,1562,550,fcfs
CausalContinousModel,2.0,11.7,0.2,13.667,0,0,41,35.52,1562,550,fcfs
AverageOperationModel,11.0,8.1,0.1,12.667,0,0,38,35.52,1562,550,fcfs
LogNormalDistributionModel,2.0,12.1,0.1,20.0,0,0,60,35.963,1562,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,33.74,1563,550,fcfs
CausalContinousModel,27.0,14.4,0.2,12.333,0,0,37,34.187,1563,550,fcfs
AverageOperationModel,24.0,13.8,0.2,14.0,0,0,42,35.52,1563,550,fcfs
LogNormalDistributionModel,17.0,10.3,0.3,10.0,0,0,30,33.74,1563,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,35.073,1564,550,fcfs
CausalContinousModel,21.0,12.2,0.4,12.333,0,0,37,35.52,1564,550,fcfs
AverageOperationModel,16.0,9.1,0.1,16.333,0,0,49,34.187,1564,550,fcfs
LogNormalDistributionModel,0.0,6.8,0.0,13.333,0,0,40,35.963,1564,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,35.073,1565,550,fcfs
CausalContinousModel,1.0,11.8,0.0,16.667,0,0,50,34.63,1565,550,fcfs
AverageOperationModel,9.0,13.6,0.3,21.333,0,0,64,35.52,1565,550,fcfs
LogNormalDistributionModel,6.0,8.0,0.6,10.333,0,0,31,34.63,1565,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,36.853,1566,550,fcfs
CausalContinousModel,23.0,18.3,0.1,20.333,0,0,61,35.963,1566,550,fcfs
AverageOperationModel,12.0,8.6,0.1,7.333,0,0,22,36.407,1566,550,fcfs
LogNormalDistributionModel,1.0,5.9,0.3,11.667,0,0,35,35.963,1566,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,35.963,1567,550,fcfs
CausalContinousModel,5.0,5.3,0.1,7.667,0,0,23,35.963,1567,550,fcfs
AverageOperationModel,4.0,6.6,0.0,8.333,0,0,25,35.52,1567,550,fcfs
LogNormalDistributionModel,4.0,12.7,0.1,18.667,0,0,56,35.073,1567,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,34.63,1568,550,fcfs
CausalContinousModel,10.0,16.3,0.3,22.333,0,0,67,36.407,1568,550,fcfs
AverageOperationModel,7.0,7.8,0.4,19.333,0,0,58,35.52,1568,550,fcfs
LogNormalDistributionModel,2.0,11.8,0.7,20.0,0,0,60,35.52,1568,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,34.187,1569,550,fcfs
CausalContinousModel,3.0,10.0,0.1,7.667,0,0,23,33.74,1569,550,fcfs
AverageOperationModel,2.0,6.9,0.1,15.667,0,0,47,35.52,1569,550,fcfs
LogNormalDistributionModel,4.0,13.8,0.2,18.0,0,0,54,35.963,1569,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,33.74,1570,550,fcfs
CausalContinousModel,17.0,10.9,0.2,10.333,0,0,31,34.187,1570,550,fcfs
AverageOperationModel,5.0,7.2,0.1,15.0,0,0,45,35.52,1570,550,fcfs
LogNormalDistributionModel,10.0,8.9,0.1,17.0,0,0,51,35.963,1570,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,35.073,1571,550,fcfs
CausalContinousModel,8.0,8.9,0.5,13.333,0,0,40,34.63,1571,550,fcfs
AverageOperationModel,18.0,10.3,0.2,18.333,0,0,55,35.52,1571,550,fcfs
LogNormalDistributionModel,1.0,8.4,0.1,11.333,0,0,34,33.297,1571,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,36.853,1572,550,fcfs
CausalContinousModel,9.0,7.9,0.1,15.667,0,0,47,35.52,1572,550,fcfs
AverageOperationModel,2.0,7.8,0.4,17.667,0,0,53,35.52,1572,550,fcfs
LogNormalDistributionModel,13.0,8.0,0.4,16.667,0,0,50,35.52,1572,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,36.407,1573,550,fcfs
CausalContinousModel,25.0,16.7,0.7,19.667,0,0,59,33.297,1573,550,fcfs
AverageOperationModel,18.0,11.2,0.3,17.333,0,0,52,35.963,1573,550,fcfs
LogNormalDistributionModel,16.0,10.1,0.4,13.0,0,0,39,34.63,1573,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,34.187,1574,550,fcfs
CausalContinousModel,10.0,10.2,0.1,14.667,0,0,44,35.073,1574,550,fcfs
AverageOperationModel,7.0,6.6,0.1,9.0,0,0,27,35.52,1574,550,fcfs
LogNormalDistributionModel,2.0,8.7,0.1,18.667,0,0,56,34.63,1574,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,35.073,1575,550,fcfs
CausalContinousModel,19.0,10.3,0.2,8.333,0,0,25,35.073,1575,550,fcfs
AverageOperationModel,11.0,7.5,0.0,17.333,0,0,52,34.187,1575,550,fcfs
LogNormalDistributionModel,2.0,7.5,0.2,10.667,0,0,32,36.407,1575,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,34.63,1576,550,fcfs
CausalContinousModel,8.0,19.0,0.4,23.333,0,0,70,36.407,1576,550,fcfs
AverageOperationModel,11.0,8.8,0.6,9.667,0,0,29,34.63,1576,550,fcfs
LogNormalDistributionModel,24.0,13.4,0.3,12.667,0,0,38,34.187,1576,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,35.52,1577,550,fcfs
CausalContinousModel,5.0,9.7,0.7,12.333,0,0,37,33.297,1577,550,fcfs
AverageOperationModel,12.0,8.2,0.4,13.333,0,0,40,35.52,1577,550,fcfs
LogNormalDistributionModel,9.0,13.1,0.3,22.0,0,0,66,36.407,1577,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,36.407,1578,550,fcfs
CausalContinousModel,7.0,14.8,0.1,20.0,0,0,60,34.187,1578,550,fcfs
AverageOperationModel,2.0,10.7,0.3,16.0,0,0,48,34.187,1578,550,fcfs
LogNormalDistributionModel,1.0,9.1,0.5,16.333,0,0,49,35.52,1578,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,35.073,1579,550,fcfs
CausalContinousModel,11.0,14.1,0.2,16.333,0,0,49,35.52,1579,550,fcfs
AverageOperationModel,4.0,12.9,0.0,16.333,0,0,49,35.52,1579,550,fcfs
LogNormalDistributionModel,31.0,16.2,0.4,19.0,0,0,57,35.52,1579,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,34.63,1580,550,fcfs
CausalContinousModel,21.0,19.8,0.1,22.0,0,0,66,36.853,1580,550,fcfs
AverageOperationModel,12.0,8.6,0.1,17.667,0,0,53,34.187,1580,550,fcfs
LogNormalDistributionModel,1.0,11.3,0.2,20.667,0,0,62,35.073,1580,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,35.073,1581,550,fcfs
CausalContinousModel,31.0,16.9,0.2,14.333,0,0,43,34.63,1581,550,fcfs
AverageOperationModel,14.0,11.3,0.1,11.0,0,0,33,35.52,1581,550,fcfs
LogNormalDistributionModel,2.0,17.7,0.2,21.667,0,0,65,35.963,1581,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,33.74,1582,550,fcfs
CausalContinousModel,19.0,13.0,0.1,16.667,0,0,50,35.073,1582,550,fcfs
AverageOperationModel,9.0,7.0,0.1,15.667,0,0,47,34.187,1582,550,fcfs
LogNormalDistributionModel,1.0,15.5,0.5,22.667,0,0,68,35.963,1582,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,35.963,1583,550,fcfs
CausalContinousModel,15.0,14.2,0.6,16.0,0,0,48,33.74,1583,550,fcfs
AverageOperationModel,3.0,10.2,0.5,20.667,0,0,62,36.853,1583,550,fcfs
LogNormalDistributionModel,26.0,13.3,0.5,12.667,0,0,38,36.407,1583,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,34.63,1584,550,fcfs
CausalContinousModel,21.0,15.1,0.4,18.333,0,0,55,34.63,1584,550,fcfs
AverageOperationModel,14.0,9.3,0.0,12.333,0,0,37,34.187,1584,550,fcfs
LogNormalDistributionModel,14.0,16.3,0.6,6.333,0,0,19,35.073,1584,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,36.407,1585,550,fcfs
CausalContinousModel,15.0,11.2,0.7,18.0,0,0,54,34.187,1585,550,fcfs
AverageOperationModel,2.0,11.6,0.6,7.667,0,0,23,36.407,1585,550,fcfs
LogNormalDistributionModel,22.0,14.6,0.7,12.0,0,0,36,35.963,1585,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,35.963,1586,550,fcfs
CausalContinousModel,9.0,15.7,0.1,21.0,0,0,63,34.63,1586,550,fcfs
AverageOperationModel,1.0,10.4,0.2,22.0,0,0,66,34.187,1586,550,fcfs
LogNormalDistributionModel,12.0,13.7,0.3,22.0,0,0,66,33.74,1586,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,34.63,1587,550,fcfs
CausalContinousModel,4.0,11.7,0.3,16.667,0,0,50,35.52,1587,550,fcfs
AverageOperationModel,2.0,4.9,0.3,8.0,0,0,24,34.187,1587,550,fcfs
LogNormalDistributionModel,9.0,11.2,0.3,14.667,0,0,44,34.63,1587,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,35.073,1588,550,fcfs
CausalContinousModel,20.0,12.7,0.7,15.0,0,0,45,35.52,1588,550,fcfs
AverageOperationModel,0.0,9.5,0.4,17.667,0,0,53,33.74,1588,550,fcfs
LogNormalDistributionModel,2.0,8.6,0.0,12.0,0,0,36,35.963,1588,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,35.52,1589,550,fcfs
CausalContinousModel,19.0,11.2,0.0,15.0,0,0,45,35.073,1589,550,fcfs
AverageOperationModel,6.0,5.2,0.4,10.333,0,0,31,35.52,1589,550,fcfs
LogNormalDistributionModel,12.0,8.0,0.5,14.667,0,0,44,36.407,1589,550,fcfs
