Model,makespan (over all),avg abs start deviation,avg duration deviation,kendall_sequ_sim,levenshtein_seq_sim,a1_0_seq_sim,a2_0_seq_sim,a3_0_seq_sim,seed,instance,priority_rule
CausalContinousModel,-28.0,32.6,0.0,0.999,0.533,1.0,0.999,0.998,4496,550,fcfs
AverageOperationModel,2.0,16.2,-0.1,0.999,0.604,1.0,0.998,1.0,4496,550,fcfs
LogNormalDistributionModel,-14.0,28.5,-0.3,1.0,0.606,1.0,0.999,1.0,4496,550,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4497,550,fcfs
CausalContinousModel,-23.0,48.0,0.3,1.0,0.805,1.0,0.999,1.0,4497,550,fcfs
AverageOperationModel,-16.0,17.8,-0.1,1.0,0.91,1.0,1.0,1.0,4497,550,fcfs
LogNormalDistributionModel,0.0,15.0,0.0,1.0,0.859,1.0,1.0,1.0,4497,550,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4498,550,fcfs
CausalContinousModel,-28.0,36.0,-0.1,1.0,0.642,1.0,1.0,0.999,4498,550,fcfs
AverageOperationModel,9.0,32.3,0.2,1.0,0.698,1.0,1.0,1.0,4498,550,fcfs
LogNormalDistributionModel,56.0,38.2,0.3,1.0,0.65,1.0,1.0,0.999,4498,550,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4499,550,fcfs
CausalContinousModel,-48.0,31.9,0.1,1.0,0.705,1.0,1.0,1.0,4499,550,fcfs
AverageOperationModel,3.0,14.2,0.2,1.0,0.796,1.0,1.0,1.0,4499,550,fcfs
LogNormalDistributionModel,6.0,22.6,-0.1,1.0,0.764,1.0,1.0,1.0,4499,550,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4500,550,fcfs
CausalContinousModel,18.0,17.4,0.3,1.0,0.969,1.0,1.0,1.0,4500,550,fcfs
AverageOperationModel,3.0,19.8,0.0,1.0,0.971,1.0,1.0,1.0,4500,550,fcfs
LogNormalDistributionModel,18.0,16.3,-0.2,1.0,0.966,1.0,1.0,1.0,4500,550,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4501,550,fcfs
CausalContinousModel,77.0,34.5,-0.3,1.0,0.786,1.0,1.0,1.0,4501,550,fcfs
AverageOperationModel,29.0,18.1,0.0,1.0,0.81,1.0,1.0,1.0,4501,550,fcfs
LogNormalDistributionModel,-8.0,42.8,0.1,1.0,0.7,1.0,0.999,0.999,4501,550,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4502,550,fcfs
CausalContinousModel,-43.0,24.2,-0.1,1.0,0.801,1.0,1.0,1.0,4502,550,fcfs
AverageOperationModel,-22.0,19.4,-0.1,1.0,0.883,1.0,1.0,1.0,4502,550,fcfs
LogNormalDistributionModel,-42.0,32.1,-0.2,1.0,0.839,1.0,1.0,1.0,4502,550,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4503,550,fcfs
CausalContinousModel,-88.0,62.1,0.4,0.999,0.612,0.999,1.0,0.998,4503,550,fcfs
AverageOperationModel,-43.0,37.0,0.3,0.999,0.634,0.999,1.0,0.998,4503,550,fcfs
LogNormalDistributionModel,16.0,16.7,0.3,1.0,0.825,1.0,1.0,1.0,4503,550,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4504,550,fcfs
CausalContinousModel,2.0,27.1,0.3,1.0,0.767,0.999,1.0,1.0,4504,550,fcfs
AverageOperationModel,-5.0,22.1,0.2,1.0,0.791,0.999,1.0,1.0,4504,550,fcfs
LogNormalDistributionModel,3.0,22.5,0.4,1.0,0.787,1.0,1.0,1.0,4504,550,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4505,550,fcfs
CausalContinousModel,13.0,52.7,0.3,0.998,0.26,1.0,0.998,0.996,4505,550,fcfs
AverageOperationModel,25.0,34.2,0.1,0.999,0.358,1.0,0.999,0.998,4505,550,fcfs
LogNormalDistributionModel,6.0,41.5,0.2,0.999,0.344,1.0,0.999,0.997,4505,550,fcfs
