Model,makespan (over all),avg abs start deviation,avg duration deviation,levenshtein_seq_sim,a1_0_seq_sim,a2_0_seq_sim,a3_0_seq_sim,overall_tool_changes,seed,instance,priority_rule
LogNormalDistributionModel,-6.0,12.3,-0.1,17.333,52,0,0,50.713,164,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,49.313,165,550,dynamic
CausalSmallModel,-4.0,10.8,0.0,33.333,9,33,58,48.623,165,550,dynamic
AverageOperationModel,-19.0,20.7,0.1,25.333,9,28,39,48.817,165,550,dynamic
LogNormalDistributionModel,4.0,11.4,0.3,23.333,6,29,35,49.453,165,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,59.167,166,550,dynamic
CausalSmallModel,0.0,8.5,0.1,19.667,0,25,34,59.04,166,550,dynamic
AverageOperationModel,-10.0,25.6,0.1,18.667,0,20,36,59.14,166,550,dynamic
LogNormalDistributionModel,-4.0,9.5,0.0,14.667,0,15,29,59.423,166,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,56.407,167,550,dynamic
CausalSmallModel,-4.0,22.9,0.0,60.667,71,56,55,57.173,167,550,dynamic
AverageOperationModel,-18.0,15.1,0.1,35.667,28,42,37,56.47,167,550,dynamic
LogNormalDistributionModel,-6.0,10.5,0.0,46.667,56,42,42,57.24,167,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,44.923,168,550,dynamic
CausalSmallModel,-3.0,24.1,-0.0,8.667,26,0,0,45.19,168,550,dynamic
AverageOperationModel,-7.0,32.3,0.0,1.333,4,0,0,44.66,168,550,dynamic
LogNormalDistributionModel,1.0,18.1,-0.0,7.0,21,0,0,45.19,168,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,55.127,169,550,dynamic
CausalSmallModel,5.0,18.2,-0.2,11.0,29,0,4,55.957,169,550,dynamic
AverageOperationModel,-6.0,25.2,-0.1,8.667,22,0,4,55.403,169,550,dynamic
LogNormalDistributionModel,0.0,7.5,-0.1,9.0,23,0,4,55.127,169,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,41.667,170,550,dynamic
CausalSmallModel,-4.0,7.1,0.0,12.0,6,26,4,41.987,170,550,dynamic
AverageOperationModel,-12.0,17.8,0.0,9.667,2,21,6,42.673,170,550,dynamic
LogNormalDistributionModel,-8.0,10.3,-0.1,12.333,5,28,4,42.42,170,550,dynamic
