Model,makespan (over all),avg abs start deviation,avg duration deviation,overall_sequence_similarity,seed,instance,priority_rule
TruthModel,0.0,0.0,0.0,1.0,5457,2000,fcfs
AverageOperationModel,-111.0,72.1,0.2,0.999,5457,2000,fcfs
LogNormalDistributionModel,-24.0,41.4,0.2,1.0,5457,2000,fcfs
CausalModel,-138.0,78.0,0.1,0.999,5457,2000,fcfs
CausalContinousModel,-29.0,43.1,0.3,1.0,5457,2000,fcfs
TruthModel,0.0,0.0,0.0,1.0,5458,2000,fcfs
AverageOperationModel,-121.0,64.6,0.1,1.0,5458,2000,fcfs
LogNormalDistributionModel,44.0,42.0,0.1,1.0,5458,2000,fcfs
CausalModel,-136.0,84.8,-0.1,1.0,5458,2000,fcfs
CausalContinousModel,-70.0,68.6,0.0,1.0,5458,2000,fcfs
TruthModel,0.0,0.0,0.0,1.0,5459,2000,fcfs
AverageOperationModel,132.0,112.3,0.4,1.0,5459,2000,fcfs
LogNormalDistributionModel,-102.0,142.3,0.2,1.0,5459,2000,fcfs
CausalModel,-62.0,83.3,0.1,1.0,5459,2000,fcfs
CausalContinousModel,23.0,44.7,0.4,1.0,5459,2000,fcfs
TruthModel,0.0,0.0,0.0,1.0,5460,2000,fcfs
AverageOperationModel,-61.0,97.6,0.0,1.0,5460,2000,fcfs
LogNormalDistributionModel,-56.0,54.9,-0.1,1.0,5460,2000,fcfs
CausalModel,-49.0,70.0,-0.2,1.0,5460,2000,fcfs
CausalContinousModel,-126.0,98.1,-0.1,1.0,5460,2000,fcfs
TruthModel,0.0,0.0,0.0,1.0,5461,2000,fcfs
AverageOperationModel,-3.0,63.6,0.3,1.0,5461,2000,fcfs
LogNormalDistributionModel,-82.0,63.7,0.2,1.0,5461,2000,fcfs
CausalModel,-38.0,60.5,0.1,1.0,5461,2000,fcfs
CausalContinousModel,-109.0,62.5,0.2,1.0,5461,2000,fcfs
TruthModel,0.0,0.0,0.0,1.0,5462,2000,fcfs
AverageOperationModel,135.0,108.2,0.1,1.0,5462,2000,fcfs
LogNormalDistributionModel,38.0,88.0,0.4,1.0,5462,2000,fcfs
CausalModel,-44.0,81.3,0.1,1.0,5462,2000,fcfs
CausalContinousModel,-34.0,71.3,0.2,1.0,5462,2000,fcfs
TruthModel,0.0,0.0,0.0,1.0,5463,2000,fcfs
AverageOperationModel,222.0,180.5,0.1,1.0,5463,2000,fcfs
LogNormalDistributionModel,80.0,50.4,0.1,1.0,5463,2000,fcfs
CausalModel,-8.0,34.6,0.0,1.0,5463,2000,fcfs
CausalContinousModel,-134.0,109.1,0.0,1.0,5463,2000,fcfs
TruthModel,0.0,0.0,0.0,1.0,5464,2000,fcfs
AverageOperationModel,42.0,100.5,0.2,0.999,5464,2000,fcfs
LogNormalDistributionModel,35.0,53.8,0.3,1.0,5464,2000,fcfs
CausalModel,-88.0,80.5,0.0,1.0,5464,2000,fcfs
CausalContinousModel,-58.0,43.1,0.1,1.0,5464,2000,fcfs
TruthModel,0.0,0.0,0.0,1.0,5465,2000,fcfs
AverageOperationModel,-111.0,99.3,0.2,0.999,5465,2000,fcfs
LogNormalDistributionModel,-20.0,25.6,0.1,1.0,5465,2000,fcfs
CausalModel,-16.0,29.8,0.1,1.0,5465,2000,fcfs
CausalContinousModel,-47.0,54.6,0.2,1.0,5465,2000,fcfs
TruthModel,0.0,0.0,0.0,1.0,5466,2000,fcfs
AverageOperationModel,142.0,122.9,0.1,1.0,5466,2000,fcfs
LogNormalDistributionModel,82.0,65.2,0.2,0.999,5466,2000,fcfs
CausalModel,-93.0,102.6,-0.1,0.999,5466,2000,fcfs
CausalContinousModel,-62.0,75.8,0.2,0.999,5466,2000,fcfs
