,last_tool_change,relative_processing_time_deviation,machine_state,cleaning
0,True,1.1356589260835819,1,1
1,True,1.1173491687463915,1,1
2,True,0.7497385405064521,1,0
3,False,1.0183855316265484,0,0
4,False,1.074791100932804,0,0
5,False,1.0191255129066163,0,0
6,False,0.8358916899258706,1,0
7,False,1.1127492245343336,1,0
8,False,1.0065341015471463,0,0
9,False,0.8673689759805278,0,1
10,False,1.1679502662600116,0,0
11,False,1.1296108484324772,0,0
12,True,0.9228387407860087,0,1
13,True,0.9770877649197962,0,0
14,False,0.9996786974706333,0,0
15,True,1.0855749458535124,1,0
16,True,1.1202887352755686,1,0
17,False,1.0365959732121672,0,0
18,False,0.9794983944015656,0,0
19,False,1.1444311450904485,1,0
20,False,1.1243489740428239,1,0
21,False,1.0718138844141334,0,0
22,False,0.9600569729667134,0,0
23,False,1.0647064835442928,0,0
24,False,1.0775600936121832,0,0
25,False,1.0164018852330272,0,0
26,False,1.0722484990654733,0,0
27,False,1.0564324033049763,0,1
28,False,1.017076532951521,0,0
29,False,0.8248779502708983,0,0
30,True,1.0432551943221027,0,0
31,True,1.035984650676759,1,0
32,True,1.1871799483698267,1,1
33,True,0.8952034969794134,0,0
34,False,1.0320803030547785,0,0
35,False,1.2554790503639404,1,0
36,False,1.174443969646166,0,0
37,False,1.0998871970809507,0,1
38,False,0.9032157442311892,0,0
39,False,0.861764421667289,0,1
40,False,1.0832097160559473,0,0
41,False,0.924830937812184,0,1
42,True,1.266450308884216,1,0
43,True,1.0739047855197275,1,0
44,True,0.8708064685484137,1,1
45,True,1.0849746726321368,0,1
46,False,0.9123166531777731,0,0
47,False,1.3259398307698769,1,0
48,False,0.9273884178035184,0,0
49,False,0.9149554119271177,0,0
50,False,1.0377821630641018,1,0
51,False,0.9604207913022847,0,0
52,False,0.8577461673953893,0,0
53,False,0.9697763631651001,0,0
54,False,1.0287382771115539,0,0
55,False,0.7813848328596515,1,0
56,False,1.0127651691532225,0,0
57,False,1.0026549191261227,0,0
58,False,0.9115236617196109,1,0
59,False,0.9601121993826159,0,0
60,False,1.1651816874169287,1,0
61,False,1.1754936564495782,0,0
62,False,0.9986736258019288,0,0
63,False,1.0771418802945514,0,0
64,False,0.9304987562042201,0,0
65,False,0.9080732232884512,0,0
66,False,0.9882523240105663,0,0
67,False,1.0843376198961252,0,0
68,False,0.9262256337058822,0,0
69,False,1.0495809079762466,0,0
70,False,0.7850975659557579,0,0
71,False,1.0485424349883747,0,0
72,False,0.9719517350268886,0,0
73,False,1.1291700261865254,1,0
74,True,0.9345220914908434,0,1
75,True,1.0428826596486842,1,1
76,True,0.9069488938693737,0,0
77,False,0.8903883827453289,0,0
78,True,1.0471064250666566,0,1
79,True,1.2705147839748032,1,1
80,True,1.053906160707655,0,1
81,False,1.1497643289857233,0,0
82,False,0.9190161064397684,0,0
83,False,0.9782460054298464,0,0
84,False,1.0568848146602796,0,0
85,False,1.119519906860709,0,0
86,False,0.831587796005235,0,0
87,False,0.8328787631684355,0,0
88,True,1.1798694459975152,0,0
89,True,0.9950863118541144,0,1
90,False,1.0050683101891744,0,0
91,False,1.1802378108676395,1,0
92,False,1.1050256359518154,1,0
93,True,0.9416507752403764,1,0
94,True,0.9803063603410983,0,1
95,False,0.9516485964313482,0,0
96,False,1.099218252408813,0,0
97,False,1.1339348627775034,0,0
98,True,0.8862272829624123,0,1
99,True,0.9412735176917447,0,0
100,True,1.0283783697002131,1,0
101,True,1.110633909636611,1,0
102,True,1.1364346679664932,0,1
103,True,1.1164628662714975,1,1
104,True,1.024786263005574,0,1
105,True,1.1108959720795681,0,1
106,False,1.2157104516570587,0,0
107,False,1.1085596644476114,0,0
108,True,0.9241552485010298,1,1
109,True,0.7949419414977092,1,0
110,False,0.897555927433779,0,0
111,False,0.9392401823513575,0,0
112,False,1.022480738782894,0,0
113,True,1.1643859424172964,1,1
114,False,1.0343258133828723,0,0
115,False,0.8375373739479841,0,1
116,True,0.829422776258947,1,1
117,False,0.9429719305062202,0,0
118,False,1.1762858054832481,0,0
119,False,0.989223115459835,0,0
120,False,1.0290120080554201,0,1
121,False,1.0644335711463082,0,1
122,True,0.8860535843165269,0,0
123,True,0.9366544415557401,1,0
124,True,0.6496824082614001,1,0
125,False,1.0525253286437881,0,1
126,False,1.1439255183356885,0,0
127,False,1.1670768738901318,0,1
128,True,0.8478621900055454,1,1
129,True,1.1720326154201273,1,0
130,False,0.9187582769424957,0,0
131,False,0.8866654370706755,0,0
132,False,1.0556629326407772,0,0
133,True,0.9914732477812558,1,0
134,True,0.7411306284664488,1,1
135,True,1.2118702376629678,1,1
136,True,0.8911866608322965,1,0
137,True,0.8219769219049049,1,0
