,0,1
0,p3,1
1,p2,1
2,p3,1
3,p3,2
4,p2,1
5,p2,2
6,p1,1
7,p3,2
8,p1,1
9,p1,2
10,p2,1
11,p2,2
12,p4,1
13,p2,2
14,p3,1
15,p1,2
16,p3,1
17,p3,2
18,p2,1
19,p4,2
20,p1,1
21,p3,2
22,p4,1
23,p2,2
24,p1,1
25,p1,2
26,p2,1
27,p4,2
28,p2,1
29,p2,2
30,p1,1
31,p1,2
32,p1,1
33,p1,2
34,p4,1
35,p2,2
36,p2,1
37,p4,2
38,p1,1
39,p4,1
40,p1,2
41,p1,1
42,p2,2
43,p1,2
44,p4,1
45,p4,2
46,p1,1
47,p4,1
48,p1,2
49,p4,2
50,p2,1
51,p4,2
52,p1,1
53,p1,2
54,p4,1
55,p2,2
56,p1,1
57,p1,2
58,p4,1
59,p4,2
60,p4,1
61,p4,2
62,p1,1
63,p1,2
64,p4,1
65,p4,2
66,p1,1
67,p1,2
68,p2,1
69,p4,2
70,p3,1
71,p1,2
72,p1,1
73,p3,2
74,p2,1
75,p2,2
76,p1,1
77,p1,2
78,p2,1
79,p2,2
80,p1,1
81,p1,2
82,p2,1
83,p2,2
84,p2,1
85,p2,2
86,p3,1
87,p1,2
88,p2,1
89,p2,2
90,p1,1
91,p3,2
92,p4,1
93,p2,2
94,p4,2
95,p1,1
96,p1,2
97,p3,1
98,p1,2
99,p3,2
