,0,1
0,p4,1
1,p1,1
2,p2,1
3,p4,2
4,p1,1
5,p1,2
6,p3,1
7,p1,2
8,p4,1
9,p2,2
10,p4,1
11,p4,2
12,p1,1
13,p3,2
14,p2,1
15,p4,2
16,p1,1
17,p1,2
18,p4,1
19,p2,2
20,p3,1
21,p1,2
22,p2,1
23,p4,2
24,p3,1
25,p3,2
26,p2,1
27,p2,2
28,p4,1
29,p2,2
30,p3,1
31,p3,2
32,p1,1
33,p3,2
34,p2,1
35,p4,2
36,p3,1
37,p1,2
38,p3,1
39,p2,1
40,p3,2
41,p3,1
42,p2,1
43,p2,2
44,p3,2
45,p2,1
46,p2,2
47,p3,1
48,p2,2
49,p3,2
50,p4,1
51,p3,1
52,p2,2
53,p3,2
54,p4,1
55,p4,2
56,p3,1
57,p3,2
58,p4,1
59,p4,2
60,p3,1
61,p3,2
62,p4,1
63,p4,2
64,p1,1
65,p3,2
66,p4,1
67,p4,2
68,p1,2
69,p2,1
70,p4,2
71,p4,1
72,p2,2
73,p4,1
74,p4,2
75,p4,1
76,p4,2
77,p4,1
78,p4,2
79,p4,1
80,p4,2
81,p4,1
82,p4,2
83,p4,1
84,p4,2
85,p2,1
86,p4,2
87,p4,1
88,p2,2
89,p4,1
90,p4,2
91,p4,1
92,p4,2
93,p4,1
94,p4,2
95,p4,1
96,p4,2
97,p2,1
98,p4,2
99,p2,2
