,0,1
0,p2,1
1,p3,1
2,p2,1
3,p3,1
4,p2,2
5,p3,2
6,p4,1
7,p2,2
8,p3,1
9,p3,2
10,p4,1
11,p4,2
12,p3,1
13,p3,2
14,p3,1
15,p3,2
16,p2,1
17,p4,2
18,p4,1
19,p2,2
20,p1,1
21,p3,2
22,p4,1
23,p3,1
24,p4,2
25,p2,1
26,p1,2
27,p1,1
28,p4,2
29,p2,1
30,p3,2
31,p2,2
32,p1,1
33,p1,2
34,p2,1
35,p2,2
36,p4,1
37,p2,2
38,p1,1
39,p1,2
40,p2,1
41,p4,2
42,p3,1
43,p1,2
44,p4,1
45,p2,2
46,p3,1
47,p3,2
48,p2,1
49,p4,2
50,p4,1
51,p2,2
52,p1,1
53,p3,2
54,p2,1
55,p1,1
56,p4,2
57,p1,2
58,p4,1
59,p3,1
60,p2,2
61,p1,2
62,p4,1
63,p4,2
64,p1,1
65,p3,2
66,p2,1
67,p4,2
68,p1,1
69,p1,2
70,p1,1
71,p1,2
72,p2,1
73,p2,2
74,p3,1
75,p1,2
76,p2,1
77,p2,2
78,p3,1
79,p3,2
80,p2,1
81,p3,1
82,p2,2
83,p2,1
84,p3,2
85,p2,1
86,p2,2
87,p1,1
88,p2,2
89,p3,2
90,p4,1
91,p1,1
92,p2,2
93,p1,2
94,p1,2
95,p2,1
96,p4,2
97,p2,1
98,p2,2
99,p2,2
