,0,1
0,p1,1
1,p2,1
2,p3,1
3,p4,1
4,p1,2
5,p2,2
6,p3,1
7,p3,2
8,p2,1
9,p4,2
10,p3,1
11,p3,2
12,p4,1
13,p2,2
14,p1,1
15,p3,2
16,p2,1
17,p4,2
18,p1,1
19,p1,2
20,p4,1
21,p2,2
22,p1,1
23,p1,2
24,p4,1
25,p4,2
26,p1,1
27,p1,2
28,p1,1
29,p1,2
30,p2,1
31,p4,2
32,p3,1
33,p1,2
34,p2,1
35,p1,1
36,p2,2
37,p4,1
38,p3,1
39,p3,2
40,p2,2
41,p2,1
42,p1,2
43,p4,2
44,p4,1
45,p2,2
46,p1,1
47,p3,2
48,p4,1
49,p4,2
50,p3,1
51,p1,2
52,p4,1
53,p1,1
54,p4,2
55,p3,2
56,p1,1
57,p1,2
58,p4,1
59,p4,2
60,p3,1
61,p1,2
62,p2,1
63,p4,2
64,p1,1
65,p3,2
66,p4,1
67,p2,2
68,p1,1
69,p1,2
70,p4,1
71,p4,2
72,p3,1
73,p1,2
74,p1,1
75,p3,2
76,p4,1
77,p4,2
78,p3,1
79,p1,2
80,p2,1
81,p4,2
82,p3,1
83,p4,1
84,p3,2
85,p3,1
86,p2,2
87,p3,2
88,p4,1
89,p4,2
90,p3,1
91,p3,2
92,p4,1
93,p4,2
94,p3,1
95,p3,2
96,p2,1
97,p4,2
98,p2,2
99,p3,2
