,0,1
0,p1,1
1,p2,1
2,p4,1
3,p2,2
4,p3,1
5,p1,2
6,p4,1
7,p4,2
8,p2,1
9,p3,1
10,p4,2
11,p3,1
12,p3,2
13,p4,1
14,p3,2
15,p2,2
16,p2,1
17,p4,2
18,p3,1
19,p3,2
20,p4,1
21,p2,2
22,p3,1
23,p4,1
24,p3,2
25,p4,2
26,p1,1
27,p3,2
28,p4,1
29,p4,2
30,p1,1
31,p1,2
32,p2,1
33,p4,2
34,p1,1
35,p1,2
36,p4,1
37,p3,1
38,p2,2
39,p1,2
40,p3,1
41,p3,2
42,p4,1
43,p4,2
44,p1,1
45,p3,2
46,p2,1
47,p4,2
48,p1,1
49,p1,2
50,p2,1
51,p2,2
52,p3,1
53,p1,2
54,p2,1
55,p2,2
56,p4,1
57,p2,2
58,p1,1
59,p3,2
60,p1,1
61,p2,1
62,p1,2
63,p2,1
64,p1,1
65,p4,2
66,p3,1
67,p2,2
68,p2,1
69,p1,2
70,p1,2
71,p3,1
72,p2,1
73,p1,1
74,p2,2
75,p3,2
76,p3,1
77,p4,1
78,p2,2
79,p3,2
80,p1,1
81,p1,2
82,p4,1
83,p2,2
84,p3,2
85,p3,1
86,p2,1
87,p4,2
88,p1,2
89,p4,1
90,p4,2
91,p3,1
92,p2,1
93,p2,2
94,p3,2
95,p2,1
96,p4,2
97,p2,2
98,p3,2
99,p2,2
