,0,1
0,p4,1
1,p1,1
2,p2,1
3,p4,2
4,p3,1
5,p1,2
6,p4,1
7,p2,2
8,p2,1
9,p4,2
10,p1,1
11,p2,1
12,p3,2
13,p2,1
14,p1,1
15,p2,2
16,p2,2
17,p1,1
18,p2,1
19,p1,2
20,p1,2
21,p3,1
22,p2,2
23,p4,1
24,p1,2
25,p2,2
26,p4,1
27,p3,1
28,p4,2
29,p3,1
30,p3,2
31,p2,1
32,p3,2
33,p4,2
34,p3,1
35,p2,1
36,p3,2
37,p2,2
38,p3,1
39,p3,2
40,p2,1
41,p2,2
42,p1,1
43,p3,2
44,p4,1
45,p2,2
46,p1,1
47,p1,2
48,p4,1
49,p4,2
50,p1,1
51,p1,2
52,p4,1
53,p4,2
54,p1,1
55,p1,2
56,p2,1
57,p4,2
58,p4,1
59,p1,1
60,p2,2
61,p1,2
62,p4,1
63,p4,2
64,p1,1
65,p4,1
66,p1,2
67,p1,1
68,p4,2
69,p2,1
70,p2,1
71,p1,2
72,p4,1
73,p4,2
74,p3,1
75,p3,1
76,p2,2
77,p2,1
78,p2,2
79,p2,1
80,p1,2
81,p3,2
82,p4,1
83,p4,2
84,p4,1
85,p3,2
86,p2,2
87,p4,1
88,p2,2
89,p2,1
90,p4,2
91,p2,1
92,p4,2
93,p2,1
94,p4,2
95,p2,1
96,p2,2
97,p2,2
98,p2,2
99,p2,2
