,0,1
0,p2,1
1,p3,1
2,p4,1
3,p2,2
4,p3,1
5,p4,1
6,p3,2
7,p4,2
8,p3,1
9,p3,2
10,p2,1
11,p4,2
12,p2,1
13,p1,1
14,p2,2
15,p1,1
16,p3,2
17,p4,1
18,p1,2
19,p3,1
20,p2,2
21,p2,1
22,p1,2
23,p1,1
24,p4,2
25,p3,2
26,p3,1
27,p2,1
28,p1,2
29,p1,1
30,p2,2
31,p3,2
32,p3,1
33,p4,1
34,p1,2
35,p2,1
36,p2,2
37,p4,2
38,p1,1
39,p3,2
40,p2,1
41,p2,2
42,p3,1
43,p1,2
44,p2,1
45,p2,2
46,p3,1
47,p3,2
48,p3,1
49,p3,2
50,p2,1
51,p2,2
52,p4,1
53,p2,2
54,p1,1
55,p4,1
56,p3,2
57,p1,1
58,p4,2
59,p3,1
60,p1,2
61,p1,2
62,p4,1
63,p1,1
64,p4,2
65,p3,1
66,p3,2
67,p2,1
68,p1,2
69,p4,1
70,p4,2
71,p3,1
72,p2,2
73,p2,1
74,p3,2
75,p1,1
76,p4,1
77,p4,2
78,p3,1
79,p1,1
80,p3,2
81,p2,1
82,p2,2
83,p3,1
84,p1,2
85,p4,1
86,p1,1
87,p3,2
88,p4,2
89,p2,1
90,p3,1
91,p1,2
92,p2,2
93,p1,1
94,p3,2
95,p4,2
96,p1,2
97,p3,2
98,p2,2
99,p1,2
