,0,1
0,p1,1
1,p2,1
2,p1,1
3,p1,2
4,p2,1
5,p2,2
6,p4,1
7,p2,2
8,p4,1
9,p4,2
10,p2,1
11,p3,1
12,p4,2
13,p3,1
14,p1,2
15,p2,1
16,p3,2
17,p2,2
18,p3,1
19,p3,2
20,p4,1
21,p1,1
22,p2,2
23,p3,1
24,p3,2
25,p4,1
26,p1,2
27,p2,1
28,p1,1
29,p4,2
30,p3,1
31,p4,1
32,p4,2
33,p1,1
34,p3,2
35,p1,2
36,p4,1
37,p2,2
38,p4,1
39,p2,1
40,p3,2
41,p1,1
42,p4,2
43,p3,1
44,p4,2
45,p4,1
46,p1,1
47,p4,2
48,p3,1
49,p4,1
50,p1,2
51,p1,2
52,p1,1
53,p4,1
54,p2,1
55,p2,2
56,p3,2
57,p1,1
58,p1,2
59,p4,1
60,p4,2
61,p3,2
62,p4,2
63,p4,1
64,p1,1
65,p4,2
66,p1,1
67,p2,1
68,p1,2
69,p3,1
70,p2,2
71,p3,1
72,p4,2
73,p2,1
74,p1,2
75,p1,2
76,p3,1
77,p2,1
78,p4,2
79,p1,2
80,p1,1
81,p2,1
82,p3,2
83,p3,1
84,p2,2
85,p3,2
86,p2,2
87,p2,1
88,p3,2
89,p2,2
90,p1,2
91,p2,2
92,p2,1
93,p3,2
94,p2,2
95,p4,1
96,p2,2
97,p2,1
98,p4,2
99,p2,2
