,0,1
0,p3,1
1,p4,1
2,p1,1
3,p3,2
4,p2,1
5,p4,2
6,p2,1
7,p2,2
8,p3,1
9,p1,2
10,p4,1
11,p2,2
12,p3,1
13,p3,2
14,p4,1
15,p4,2
16,p3,1
17,p3,2
18,p2,1
19,p4,2
20,p1,1
21,p3,2
22,p4,1
23,p2,2
24,p3,1
25,p1,2
26,p1,1
27,p3,2
28,p2,1
29,p1,1
30,p4,2
31,p2,1
32,p1,2
33,p2,2
34,p2,1
35,p1,1
36,p2,2
37,p1,2
38,p2,1
39,p2,2
40,p3,1
41,p1,2
42,p4,1
43,p2,2
44,p1,1
45,p3,2
46,p4,1
47,p4,2
48,p1,1
49,p1,2
50,p4,1
51,p4,2
52,p3,1
53,p3,1
54,p1,2
55,p1,1
56,p3,2
57,p2,1
58,p1,1
59,p3,2
60,p4,2
61,p1,1
62,p4,1
63,p1,2
64,p1,1
65,p4,1
66,p1,2
67,p4,1
68,p3,1
69,p2,2
70,p1,2
71,p2,1
72,p4,2
73,p1,1
74,p2,1
75,p4,2
76,p1,2
77,p3,1
78,p4,2
79,p4,1
80,p1,1
81,p3,2
82,p2,2
83,p4,1
84,p1,2
85,p1,1
86,p2,2
87,p3,2
88,p2,1
89,p3,1
90,p4,2
91,p1,2
92,p4,1
93,p4,2
94,p1,2
95,p2,2
96,p3,2
97,p4,1
98,p4,2
99,p4,2
