,0,1
0,p4,1
1,p1,1
2,p1,1
3,p1,2
4,p4,1
5,p4,2
6,p1,1
7,p1,2
8,p2,1
9,p4,2
10,p2,1
11,p2,2
12,p3,1
13,p1,2
14,p2,1
15,p3,1
16,p2,2
17,p4,1
18,p3,2
19,p2,2
20,p1,1
21,p2,1
22,p3,2
23,p4,2
24,p4,1
25,p2,2
26,p4,1
27,p4,2
28,p1,1
29,p1,2
30,p4,1
31,p4,2
32,p3,1
33,p1,2
34,p2,1
35,p1,1
36,p4,2
37,p4,1
38,p1,1
39,p3,2
40,p2,2
41,p3,1
42,p2,1
43,p1,2
44,p1,1
45,p1,2
46,p4,2
47,p4,1
48,p3,2
49,p2,2
50,p3,1
51,p1,2
52,p2,1
53,p4,2
54,p2,1
55,p3,1
56,p2,2
57,p3,2
58,p4,1
59,p3,1
60,p2,2
61,p3,2
62,p4,1
63,p1,1
64,p4,2
65,p3,2
66,p4,1
67,p3,1
68,p4,2
69,p1,2
70,p2,1
71,p4,2
72,p1,1
73,p3,2
74,p1,1
75,p1,2
76,p2,1
77,p2,2
78,p1,1
79,p1,2
80,p2,1
81,p2,2
82,p4,1
83,p2,2
84,p4,1
85,p3,1
86,p4,2
87,p1,2
88,p2,1
89,p4,2
90,p1,1
91,p3,2
92,p4,1
93,p2,2
94,p3,1
95,p1,2
96,p1,1
97,p4,2
98,p3,2
99,p1,2
