,0,1
0,p1,1
1,p4,1
2,p4,1
3,p4,2
4,p3,1
5,p1,2
6,p2,1
7,p4,2
8,p1,1
9,p4,1
10,p3,2
11,p2,2
12,p3,1
13,p1,2
14,p2,1
15,p4,2
16,p1,1
17,p3,2
18,p4,1
19,p2,2
20,p3,1
21,p1,2
22,p1,1
23,p2,1
24,p4,1
25,p3,2
26,p4,2
27,p4,1
28,p2,2
29,p1,1
30,p4,1
31,p4,2
32,p1,2
33,p4,2
34,p1,1
35,p2,1
36,p4,1
37,p1,2
38,p4,1
39,p4,2
40,p3,1
41,p4,1
42,p2,2
43,p1,1
44,p4,2
45,p1,2
46,p2,1
47,p3,1
48,p2,1
49,p4,2
50,p1,1
51,p3,2
52,p4,1
53,p4,2
54,p3,1
55,p4,1
56,p1,2
57,p3,1
58,p2,2
59,p3,2
60,p2,2
61,p2,1
62,p1,1
63,p1,2
64,p4,1
65,p4,2
66,p2,1
67,p3,2
68,p1,1
69,p2,1
70,p4,2
71,p1,1
72,p3,2
73,p2,1
74,p2,2
75,p4,2
76,p4,1
77,p1,1
78,p1,2
79,p2,2
80,p2,1
81,p1,2
82,p1,1
83,p4,1
84,p2,2
85,p2,2
86,p2,1
87,p1,1
88,p1,2
89,p4,2
90,p2,1
91,p1,2
92,p1,1
93,p2,2
94,p4,2
95,p1,2
96,p2,2
97,p1,2
98,p1,2
99,p2,2
