,0,1
0,p4,1
1,p1,1
2,p4,1
3,p4,2
4,p3,1
5,p1,2
6,p2,1
7,p4,2
8,p1,1
9,p3,2
10,p2,1
11,p2,2
12,p1,1
13,p1,2
14,p1,1
15,p1,2
16,p2,1
17,p2,2
18,p2,1
19,p2,2
20,p3,1
21,p2,1
22,p1,2
23,p1,1
24,p2,2
25,p2,1
26,p3,1
27,p3,2
28,p2,2
29,p1,2
30,p4,1
31,p2,2
32,p1,1
33,p3,2
34,p3,1
35,p1,2
36,p2,1
37,p4,2
38,p1,1
39,p3,2
40,p4,1
41,p2,2
42,p1,1
43,p1,2
44,p2,1
45,p4,2
46,p1,1
47,p1,2
48,p4,1
49,p2,2
50,p1,1
51,p1,2
52,p2,1
53,p4,2
54,p1,1
55,p1,2
56,p4,1
57,p2,2
58,p1,1
59,p1,2
60,p4,1
61,p3,1
62,p4,2
63,p1,2
64,p2,1
65,p4,2
66,p3,1
67,p3,2
68,p4,1
69,p3,1
70,p2,2
71,p3,2
72,p1,1
73,p3,2
74,p3,1
75,p1,2
76,p4,1
77,p4,2
78,p3,1
79,p3,2
80,p4,1
81,p4,2
82,p4,1
83,p4,2
84,p1,1
85,p3,2
86,p1,1
87,p1,2
88,p2,1
89,p4,2
90,p2,1
91,p2,2
92,p4,1
93,p1,2
94,p2,2
95,p4,1
96,p4,2
97,p4,1
98,p4,2
99,p4,2
