,0,1
0,p3,1
1,p4,1
2,p2,1
3,p4,2
4,p1,1
5,p3,2
6,p4,1
7,p2,2
8,p1,1
9,p1,2
10,p2,1
11,p3,1
12,p4,2
13,p1,2
14,p1,1
15,p3,2
16,p2,1
17,p2,2
18,p3,1
19,p1,2
20,p2,1
21,p2,2
22,p3,1
23,p3,2
24,p4,1
25,p2,2
26,p3,1
27,p3,2
28,p2,1
29,p4,2
30,p1,1
31,p3,2
32,p2,1
33,p3,1
34,p2,2
35,p1,2
36,p2,1
37,p2,2
38,p1,1
39,p3,2
40,p3,1
41,p1,2
42,p2,1
43,p2,2
44,p3,1
45,p3,2
46,p4,1
47,p1,1
48,p2,2
49,p3,1
50,p3,2
51,p1,2
52,p4,1
53,p4,2
54,p4,1
55,p3,1
56,p4,2
57,p3,2
58,p2,1
59,p4,2
60,p3,1
61,p3,2
62,p2,1
63,p2,2
64,p3,1
65,p3,2
66,p2,1
67,p2,2
68,p1,1
69,p3,2
70,p3,1
71,p1,2
72,p4,1
73,p2,2
74,p3,1
75,p3,2
76,p2,1
77,p4,2
78,p3,1
79,p3,2
80,p3,1
81,p3,2
82,p2,1
83,p2,2
84,p1,1
85,p2,1
86,p3,2
87,p1,1
88,p2,2
89,p2,1
90,p1,2
91,p1,2
92,p4,1
93,p2,2
94,p2,2
95,p2,1
96,p4,2
97,p2,1
98,p2,2
99,p2,2
