,0,1
0,p3,1
1,p4,1
2,p1,1
3,p3,2
4,p4,1
5,p4,2
6,p3,1
7,p1,2
8,p4,1
9,p4,2
10,p2,1
11,p4,2
12,p3,1
13,p3,2
14,p1,1
15,p3,2
16,p2,1
17,p2,2
18,p1,1
19,p1,2
20,p4,1
21,p2,2
22,p3,1
23,p1,2
24,p2,1
25,p4,2
26,p2,1
27,p3,1
28,p2,2
29,p4,1
30,p1,1
31,p3,2
32,p2,2
33,p4,1
34,p3,2
35,p1,1
36,p2,1
37,p4,2
38,p1,2
39,p3,1
40,p4,2
41,p1,2
42,p2,1
43,p2,2
44,p4,1
45,p2,2
46,p3,1
47,p3,2
48,p1,1
49,p3,2
50,p2,1
51,p1,1
52,p4,2
53,p1,2
54,p2,1
55,p2,2
56,p3,1
57,p1,2
58,p4,1
59,p1,1
60,p2,2
61,p3,2
62,p2,1
63,p4,2
64,p3,1
65,p1,2
66,p2,1
67,p2,2
68,p3,1
69,p3,2
70,p3,1
71,p4,1
72,p3,2
73,p2,2
74,p1,1
75,p3,2
76,p2,1
77,p4,2
78,p2,1
79,p2,2
80,p1,1
81,p1,2
82,p2,1
83,p2,2
84,p3,1
85,p2,1
86,p1,2
87,p2,2
88,p1,1
89,p3,2
90,p4,1
91,p2,2
92,p3,1
93,p1,2
94,p2,1
95,p4,2
96,p3,1
97,p3,2
98,p2,2
99,p3,2
