,last_tool_change,relative_processing_time_deviation
0,True,1.0581599973814637
1,True,0.7583746523252556
2,True,0.7064954749265272
3,True,0.5751941254457339
4,False,1.344327901030997
5,False,1.2622300122306591
6,True,0.7351780521761784
7,True,0.6141526256444734
8,False,1.1683281807014976
9,True,0.782032192455735
10,True,0.7042943599156716
11,False,1.1653042075571483
12,False,1.4759176324706111
13,True,0.5684322397488167
14,False,1.376151259278517
15,True,0.551169823904142
16,True,0.6647479404505454
17,True,0.6440486524925485
18,True,0.8340275293762928
19,True,0.8383063850065319
20,False,1.4226953896979204
21,False,1.2988275630657795
22,True,0.6758273096686594
23,True,0.6464898722239549
24,False,1.239149729990283
25,True,0.8361229756035997
26,True,0.591304033141372
27,False,1.2404842852633797
28,False,1.256060577251057
29,True,0.6329866610982866
30,True,0.5928814032267131
31,True,0.8004750338519536
32,False,1.3348969190952937
33,True,0.6568120971369235
34,False,1.379085557236908
35,False,1.3540463873181277
36,True,0.7786522563990691
37,False,1.1659936651980527
38,False,1.1677849215874323
39,False,1.4910269649698316
40,False,1.2369302072691026
41,True,0.7189877984824314
42,False,1.3279048769536403
43,True,0.7129238333055735
44,True,0.9236593889290096
45,True,0.7566779577305495
46,False,1.4779509658307242
47,True,0.6374133657499335
48,True,0.8147580001383818
49,False,1.2904354268162674
50,False,1.2857670163616461
51,True,0.5911258001833755
52,True,0.7132826482987505
53,True,0.7780014901202154
54,True,0.6450450955626779
55,True,0.6776743388350407
56,False,1.244635948778144
57,False,1.3765916889514678
58,False,1.092480089695998
59,True,0.609308744774607
60,True,0.5276905965798226
61,True,0.6452516984422804
62,True,0.5764150100092063
63,True,0.7763387017102218
64,True,0.7886941401915282
65,False,1.26674976159897
66,False,1.5594699179572815
67,False,1.5952864838674228
68,True,0.5249692381574855
69,False,1.4810768281244457
70,False,1.1980626858504015
71,False,1.3839289289422152
72,False,1.4245923376167424
73,False,1.1573494840386052
74,False,1.3937962849733638
75,False,1.467043097416072
76,True,0.723543663943938
77,False,1.2958393248844353
78,False,1.2635305485445898
79,True,0.7617552311821506
80,True,0.6245691857874471
81,True,0.6888515323172718
82,True,0.6782958854983075
83,True,0.7985007205138756
84,False,1.27170992366429
85,False,1.441610743902389
86,False,1.4346405693289763
87,True,0.6151447989524654
88,False,1.300809836873297
89,True,0.7191531059527757
90,True,0.6181567220935681
91,True,0.677243537439575
92,True,0.6724873932151294
93,True,0.6448959779171285
94,True,0.7806263096905546
95,False,1.450106457231582
96,True,0.8003531144520235
97,True,0.7579647191229013
98,False,1.460854379457716
99,True,0.856955494160554
