,0,1
0,p1,1
1,p4,1
2,p4,1
3,p4,2
4,p3,1
5,p4,1
6,p1,2
7,p4,2
8,p1,1
9,p2,1
10,p3,2
11,p3,1
12,p4,2
13,p2,1
14,p1,2
15,p1,1
16,p2,2
17,p2,1
18,p3,1
19,p3,2
20,p2,1
21,p2,2
22,p3,1
23,p2,1
24,p1,2
25,p1,1
26,p2,2
27,p3,2
28,p2,1
29,p4,1
30,p2,2
31,p3,1
32,p3,2
33,p2,1
34,p2,2
35,p3,1
36,p2,2
37,p4,1
38,p3,1
39,p1,2
40,p4,2
41,p1,1
42,p4,1
43,p3,2
44,p1,1
45,p2,1
46,p2,2
47,p3,1
48,p3,2
49,p3,2
50,p4,2
51,p1,1
52,p2,1
53,p1,2
54,p1,1
55,p4,2
56,p1,2
57,p4,1
58,p3,1
59,p3,2
60,p2,2
61,p1,1
62,p2,1
63,p1,2
64,p4,1
65,p1,1
66,p2,2
67,p1,1
68,p4,1
69,p1,2
70,p3,2
71,p4,1
72,p4,2
73,p1,1
74,p2,2
75,p3,1
76,p1,2
77,p2,1
78,p1,2
79,p1,1
80,p4,2
81,p4,1
82,p4,2
83,p3,1
84,p1,2
85,p2,1
86,p1,2
87,p4,2
88,p3,1
89,p3,2
90,p1,1
91,p2,2
92,p1,2
93,p4,2
94,p3,1
95,p3,2
96,p2,2
97,p3,2
98,p1,2
99,p3,2
