,0,1
0,p2,1
1,p1,1
2,p1,1
3,p1,2
4,p4,1
5,p2,2
6,p2,1
7,p4,2
8,p1,1
9,p1,2
10,p3,1
11,p1,2
12,p2,1
13,p2,2
14,p3,1
15,p3,2
16,p4,1
17,p2,2
18,p3,1
19,p2,1
20,p3,2
21,p1,1
22,p4,2
23,p2,1
24,p3,1
25,p3,2
26,p4,1
27,p1,1
28,p2,2
29,p1,2
30,p2,1
31,p3,1
32,p2,2
33,p3,2
34,p3,1
35,p4,2
36,p2,1
37,p1,2
38,p1,1
39,p3,2
40,p4,1
41,p2,2
42,p3,2
43,p2,2
44,p1,1
45,p1,2
46,p2,1
47,p4,2
48,p3,1
49,p1,2
50,p4,1
51,p2,2
52,p4,1
53,p3,1
54,p4,2
55,p1,1
56,p3,2
57,p3,2
58,p1,1
59,p2,1
60,p1,2
61,p4,2
62,p3,1
63,p2,1
64,p1,2
65,p2,2
66,p2,1
67,p3,1
68,p2,2
69,p4,1
70,p1,1
71,p3,2
72,p2,1
73,p2,2
74,p4,1
75,p1,1
76,p3,2
77,p4,1
78,p4,2
79,p1,1
80,p2,2
81,p1,2
82,p2,1
83,p4,2
84,p4,1
85,p1,2
86,p4,2
87,p2,2
88,p4,1
89,p1,2
90,p4,1
91,p4,2
92,p4,1
93,p4,2
94,p2,1
95,p4,2
96,p4,1
97,p4,2
98,p2,2
99,p4,2
