,0,1
0,p2,1
1,p3,1
2,p1,1
3,p3,2
4,p3,1
5,p1,2
6,p4,1
7,p4,1
8,p2,2
9,p1,1
10,p4,2
11,p2,1
12,p3,2
13,p1,1
14,p4,2
15,p2,1
16,p3,1
17,p1,2
18,p2,2
19,p3,1
20,p1,2
21,p2,1
22,p3,2
23,p1,1
24,p2,2
25,p3,1
26,p3,2
27,p4,1
28,p1,2
29,p2,2
30,p1,1
31,p3,2
32,p2,1
33,p4,2
34,p3,1
35,p2,1
36,p1,2
37,p3,1
38,p2,2
39,p2,1
40,p3,2
41,p2,2
42,p3,1
43,p3,2
44,p1,1
45,p3,2
46,p4,1
47,p2,2
48,p4,1
49,p3,1
50,p4,2
51,p1,2
52,p4,1
53,p3,1
54,p4,2
55,p3,2
56,p3,1
57,p4,1
58,p3,2
59,p4,2
60,p3,1
61,p3,2
62,p2,1
63,p1,1
64,p4,2
65,p3,1
66,p2,1
67,p3,2
68,p1,2
69,p2,2
70,p3,1
71,p4,1
72,p3,2
73,p2,2
74,p1,1
75,p3,2
76,p1,2
77,p2,1
78,p4,2
79,p4,1
80,p2,2
81,p2,1
82,p4,2
83,p4,1
84,p2,2
85,p4,1
86,p4,2
87,p2,1
88,p4,2
89,p2,1
90,p2,2
91,p4,1
92,p2,2
93,p4,1
94,p4,2
95,p2,1
96,p4,2
97,p2,1
98,p2,2
99,p2,2
