,0,1
0,p3,1
1,p4,1
2,p1,1
3,p3,2
4,p2,1
5,p4,2
6,p3,1
7,p1,2
8,p2,1
9,p2,2
10,p3,1
11,p3,2
12,p3,1
13,p3,2
14,p4,1
15,p1,1
16,p2,2
17,p4,1
18,p3,2
19,p4,2
20,p3,1
21,p1,2
22,p2,1
23,p1,1
24,p4,2
25,p4,1
26,p3,2
27,p1,1
28,p2,2
29,p1,2
30,p2,1
31,p1,1
32,p4,2
33,p1,2
34,p3,1
35,p1,2
36,p2,1
37,p2,2
38,p1,1
39,p3,2
40,p1,1
41,p1,2
42,p2,1
43,p2,2
44,p3,1
45,p1,2
46,p3,1
47,p3,2
48,p2,1
49,p1,1
50,p2,2
51,p4,1
52,p3,2
53,p4,1
54,p2,2
55,p1,1
56,p4,2
57,p1,1
58,p4,1
59,p1,2
60,p1,2
61,p1,1
62,p4,2
63,p2,1
64,p1,2
65,p4,1
66,p4,2
67,p3,1
68,p2,2
69,p4,1
70,p1,2
71,p1,1
72,p4,2
73,p4,1
74,p3,2
75,p2,1
76,p3,1
77,p4,2
78,p2,1
79,p1,1
80,p4,2
81,p1,2
82,p2,2
83,p3,2
84,p1,1
85,p4,1
86,p1,2
87,p2,2
88,p4,1
89,p3,1
90,p4,2
91,p2,1
92,p1,2
93,p4,2
94,p4,1
95,p3,2
96,p2,2
97,p4,1
98,p4,2
99,p4,2
