,0,1
0,p1,1
1,p2,1
2,p1,1
3,p1,2
4,p2,1
5,p2,2
6,p1,1
7,p1,2
8,p4,1
9,p2,2
10,p3,1
11,p1,2
12,p2,1
13,p4,2
14,p1,1
15,p3,2
16,p2,1
17,p2,2
18,p1,1
19,p1,2
20,p2,1
21,p2,2
22,p1,1
23,p1,2
24,p4,1
25,p2,2
26,p3,1
27,p1,2
28,p2,1
29,p4,2
30,p1,1
31,p3,2
32,p4,1
33,p2,2
34,p1,1
35,p1,2
36,p2,1
37,p4,2
38,p1,1
39,p1,2
40,p2,1
41,p2,2
42,p4,1
43,p2,2
44,p1,1
45,p1,2
46,p4,1
47,p4,2
48,p1,1
49,p1,2
50,p1,1
51,p1,2
52,p2,1
53,p3,1
54,p4,2
55,p1,2
56,p2,1
57,p1,1
58,p2,2
59,p3,2
60,p1,1
61,p1,2
62,p2,1
63,p2,2
64,p2,1
65,p2,2
66,p3,1
67,p1,2
68,p3,1
69,p3,2
70,p4,1
71,p1,1
72,p2,2
73,p4,1
74,p3,2
75,p4,2
76,p1,1
77,p1,2
78,p2,1
79,p4,2
80,p3,1
81,p1,2
82,p3,1
83,p3,2
84,p4,1
85,p2,2
86,p4,1
87,p4,2
88,p1,1
89,p3,2
90,p4,1
91,p4,2
92,p3,1
93,p1,2
94,p3,1
95,p4,2
96,p3,2
97,p1,1
98,p3,2
99,p1,2
