,0,1
0,p4,1
1,p3,1
2,p4,1
3,p4,2
4,p1,1
5,p3,2
6,p2,1
7,p4,2
8,p4,1
9,p4,1
10,p2,2
11,p1,1
12,p4,2
13,p1,1
14,p4,1
15,p1,2
16,p2,1
17,p1,2
18,p1,1
19,p4,2
20,p2,1
21,p4,2
22,p1,1
23,p1,2
24,p1,1
25,p2,1
26,p2,2
27,p1,1
28,p4,1
29,p1,2
30,p1,1
31,p1,2
32,p2,1
33,p2,2
34,p1,1
35,p1,2
36,p2,1
37,p2,2
38,p3,1
39,p1,2
40,p2,1
41,p3,1
42,p4,2
43,p1,2
44,p4,1
45,p1,1
46,p2,2
47,p1,2
48,p4,1
49,p2,2
50,p3,1
51,p3,2
52,p2,1
53,p3,1
54,p2,2
55,p3,2
56,p4,2
57,p1,2
58,p1,1
59,p4,2
60,p4,1
61,p2,1
62,p3,2
63,p3,1
64,p4,1
65,p3,2
66,p2,2
67,p3,1
68,p4,1
69,p4,2
70,p1,2
71,p3,1
72,p2,1
73,p2,2
74,p3,2
75,p1,1
76,p4,1
77,p4,2
78,p3,2
79,p3,1
80,p2,1
81,p4,2
82,p3,2
83,p2,2
84,p1,2
85,p1,1
86,p2,1
87,p4,2
88,p3,2
89,p4,1
90,p2,2
91,p4,1
92,p1,2
93,p2,2
94,p4,1
95,p4,2
96,p4,2
97,p4,1
98,p4,2
99,p4,2
