,0,1
0,p2,1
1,p1,1
2,p4,1
3,p3,1
4,p2,2
5,p2,1
6,p1,2
7,p4,2
8,p2,1
9,p2,2
10,p1,1
11,p3,2
12,p4,1
13,p2,2
14,p1,1
15,p1,2
16,p2,1
17,p4,2
18,p2,1
19,p2,2
20,p3,1
21,p1,2
22,p2,1
23,p3,1
24,p2,2
25,p2,1
26,p3,2
27,p2,2
28,p3,1
29,p3,2
30,p4,1
31,p2,2
32,p4,1
33,p4,2
34,p1,1
35,p3,2
36,p2,1
37,p4,2
38,p1,1
39,p1,2
40,p1,1
41,p1,2
42,p2,1
43,p2,2
44,p4,1
45,p2,2
46,p1,1
47,p1,2
48,p2,1
49,p4,2
50,p3,1
51,p1,2
52,p4,1
53,p2,2
54,p3,1
55,p3,2
56,p4,1
57,p4,2
58,p4,1
59,p4,2
60,p3,1
61,p3,2
62,p2,1
63,p4,2
64,p3,1
65,p3,2
66,p2,1
67,p1,1
68,p2,2
69,p1,1
70,p3,2
71,p4,1
72,p1,2
73,p2,2
74,p4,1
75,p4,2
76,p1,1
77,p1,2
78,p2,1
79,p4,2
80,p2,1
81,p2,2
82,p1,1
83,p1,2
84,p4,1
85,p2,2
86,p1,1
87,p1,2
88,p4,2
89,p3,1
90,p1,2
91,p1,1
92,p3,2
93,p1,1
94,p1,2
95,p1,1
96,p1,2
97,p1,1
98,p1,2
99,p1,2
