,0,1
0,p1,1
1,p4,1
2,p4,1
3,p4,2
4,p3,1
5,p1,2
6,p4,1
7,p4,2
8,p3,1
9,p3,2
10,p4,1
11,p4,2
12,p2,1
13,p4,2
14,p3,1
15,p3,2
16,p4,1
17,p2,2
18,p4,1
19,p3,1
20,p4,2
21,p3,1
22,p3,2
23,p4,1
24,p3,1
25,p2,1
26,p3,2
27,p4,2
28,p2,1
29,p1,1
30,p3,2
31,p2,1
32,p4,2
33,p1,1
34,p2,2
35,p3,2
36,p1,1
37,p2,2
38,p2,1
39,p1,2
40,p1,2
41,p2,2
42,p1,1
43,p1,2
44,p4,1
45,p2,2
46,p3,1
47,p2,1
48,p1,2
49,p1,1
50,p4,2
51,p4,1
52,p3,2
53,p2,2
54,p1,1
55,p4,1
56,p1,2
57,p4,2
58,p2,1
59,p4,2
60,p1,1
61,p1,2
62,p4,1
63,p2,2
64,p1,1
65,p1,2
66,p2,1
67,p3,1
68,p4,2
69,p2,1
70,p1,2
71,p2,2
72,p2,1
73,p1,1
74,p2,2
75,p3,2
76,p2,1
77,p2,2
78,p3,1
79,p1,2
80,p4,1
81,p2,2
82,p3,1
83,p2,1
84,p3,2
85,p4,2
86,p3,1
87,p3,2
88,p2,1
89,p2,2
90,p3,1
91,p3,2
92,p2,2
93,p3,1
94,p3,2
95,p3,1
96,p3,2
97,p3,1
98,p3,2
99,p3,2
