,0,1
0,p3,1
1,p4,1
2,p4,1
3,p4,2
4,p1,1
5,p3,2
6,p4,1
7,p4,2
8,p1,1
9,p4,1
10,p1,2
11,p4,2
12,p4,1
13,p1,1
14,p4,2
15,p1,2
16,p4,1
17,p4,2
18,p3,1
19,p2,1
20,p1,2
21,p3,1
22,p4,2
23,p2,1
24,p3,1
25,p3,2
26,p2,2
27,p3,2
28,p2,1
29,p1,1
30,p2,2
31,p3,2
32,p1,1
33,p2,1
34,p1,2
35,p1,1
36,p2,2
37,p2,1
38,p1,1
39,p1,2
40,p2,2
41,p2,1
42,p1,2
43,p3,1
44,p2,2
45,p1,2
46,p1,1
47,p3,2
48,p2,1
49,p2,2
50,p1,1
51,p1,2
52,p4,1
53,p2,2
54,p3,1
55,p1,2
56,p3,1
57,p3,2
58,p2,1
59,p4,2
60,p3,1
61,p3,2
62,p2,1
63,p1,1
64,p2,2
65,p3,2
66,p1,1
67,p2,1
68,p1,2
69,p1,1
70,p2,2
71,p1,2
72,p2,1
73,p2,2
74,p1,1
75,p1,2
76,p2,1
77,p2,2
78,p1,1
79,p1,2
80,p4,1
81,p2,2
82,p1,1
83,p1,2
84,p2,1
85,p4,2
86,p1,1
87,p1,2
88,p4,1
89,p3,1
90,p2,2
91,p1,2
92,p3,2
93,p4,1
94,p4,2
95,p4,1
96,p4,2
97,p4,1
98,p4,2
99,p4,2
