,0,1
0,p4,1
1,p1,1
2,p2,1
3,p4,2
4,p3,1
5,p1,2
6,p4,1
7,p2,2
8,p1,1
9,p3,2
10,p2,1
11,p4,2
12,p4,1
13,p3,1
14,p2,2
15,p1,2
16,p1,1
17,p3,2
18,p4,1
19,p4,2
20,p1,1
21,p1,2
22,p4,1
23,p4,2
24,p3,1
25,p4,1
26,p1,2
27,p4,2
28,p1,1
29,p2,1
30,p3,2
31,p1,1
32,p2,1
33,p4,2
34,p1,2
35,p3,1
36,p4,1
37,p2,2
38,p1,2
39,p4,1
40,p1,1
41,p2,2
42,p4,2
43,p4,1
44,p3,1
45,p3,2
46,p2,1
47,p4,2
48,p2,1
49,p3,1
50,p1,2
51,p3,1
52,p4,1
53,p4,2
54,p2,1
55,p1,1
56,p4,1
57,p2,2
58,p3,1
59,p3,2
60,p4,1
61,p3,1
62,p3,2
63,p2,2
64,p3,1
65,p4,1
66,p4,2
67,p3,1
68,p4,1
69,p3,2
70,p1,1
71,p2,2
72,p2,1
73,p1,2
74,p4,1
75,p4,2
76,p1,1
77,p3,2
78,p3,2
79,p1,1
80,p4,2
81,p3,2
82,p3,1
83,p4,2
84,p1,1
85,p3,2
86,p1,1
87,p3,1
88,p4,2
89,p2,2
90,p3,1
91,p1,2
92,p4,2
93,p1,2
94,p1,2
95,p3,2
96,p1,2
97,p1,2
98,p3,2
99,p3,2
