,0,1
0,p1,1
1,p4,1
2,p2,1
3,p4,2
4,p3,1
5,p1,2
6,p2,1
7,p3,1
8,p2,2
9,p3,2
10,p4,1
11,p2,2
12,p1,1
13,p4,1
14,p3,2
15,p4,2
16,p2,1
17,p4,2
18,p3,1
19,p1,2
20,p4,1
21,p2,2
22,p3,1
23,p2,1
24,p3,2
25,p1,1
26,p4,2
27,p2,1
28,p3,2
29,p3,1
30,p2,2
31,p4,1
32,p1,2
33,p2,1
34,p3,1
35,p2,2
36,p2,1
37,p4,2
38,p2,1
39,p3,2
40,p1,1
41,p2,2
42,p2,2
43,p2,1
44,p1,1
45,p3,2
46,p2,2
47,p1,1
48,p4,1
49,p1,2
50,p1,2
51,p2,1
52,p2,2
53,p1,1
54,p4,2
55,p2,1
56,p1,2
57,p2,1
58,p2,2
59,p1,1
60,p2,2
61,p1,1
62,p1,2
63,p1,2
64,p4,1
65,p2,2
66,p3,1
67,p1,2
68,p4,1
69,p4,2
70,p3,1
71,p3,2
72,p4,1
73,p4,2
74,p3,1
75,p3,2
76,p2,1
77,p4,2
78,p1,1
79,p3,2
80,p4,1
81,p2,2
82,p3,1
83,p1,2
84,p4,1
85,p3,1
86,p4,2
87,p3,2
88,p4,1
89,p4,2
90,p3,1
91,p3,2
92,p3,1
93,p4,1
94,p3,2
95,p4,2
96,p4,1
97,p4,2
98,p3,2
99,p4,2
