,0,1
0,p4,1
1,p3,1
2,p4,1
3,p4,2
4,p1,1
5,p3,2
6,p3,1
7,p1,2
8,p2,1
9,p4,2
10,p1,1
11,p4,1
12,p3,2
13,p2,2
14,p1,1
15,p1,2
16,p4,1
17,p4,2
18,p1,1
19,p2,1
20,p1,2
21,p4,2
22,p3,1
23,p4,1
24,p1,2
25,p3,1
26,p2,2
27,p2,1
28,p3,2
29,p4,2
30,p3,1
31,p3,2
32,p2,1
33,p2,2
34,p3,1
35,p3,2
36,p2,1
37,p2,2
38,p2,1
39,p2,2
40,p3,1
41,p3,2
42,p3,1
43,p3,2
44,p2,1
45,p2,2
46,p1,1
47,p3,2
48,p4,1
49,p3,1
50,p2,2
51,p1,2
52,p1,1
53,p4,1
54,p3,2
55,p2,1
56,p3,1
57,p4,2
58,p4,2
59,p1,1
60,p2,1
61,p1,2
62,p1,1
63,p4,1
64,p3,1
65,p3,2
66,p3,1
67,p2,2
68,p2,1
69,p1,2
70,p3,1
71,p2,2
72,p4,1
73,p1,2
74,p1,1
75,p3,2
76,p4,1
77,p4,2
78,p3,1
79,p3,2
80,p2,2
81,p4,1
82,p1,1
83,p3,2
84,p4,1
85,p4,2
86,p1,1
87,p1,2
88,p4,1
89,p4,2
90,p1,1
91,p3,2
92,p4,2
93,p2,1
94,p1,2
95,p4,2
96,p1,2
97,p1,2
98,p4,2
99,p2,2
