,last_tool_change,relative_processing_time_deviation
0,True,0.556811869011251
1,True,0.6621250226104817
2,True,0.9807361718624946
3,True,0.6095833263198196
4,False,1.382288430443236
5,False,1.474419136409447
6,True,0.7595889738730676
7,True,0.7511641045177475
8,False,1.522105832632276
9,True,1.2172674353674746
10,True,0.5621346771090602
11,False,1.3659863165665915
12,True,0.831415482907417
13,True,0.664779593991917
14,True,0.7149100746418205
15,True,0.4807089078534268
16,True,0.7502436007215428
17,False,1.0517286709264861
18,False,1.2393098748679385
19,False,1.2451451069448662
20,True,0.891832538260688
21,False,1.355036498584439
22,True,0.7420623898185675
23,False,1.3840453038588725
24,False,1.7317676335162977
25,True,0.9553253150899859
26,False,1.4199473003321734
27,False,1.1906270128515655
28,False,1.104949524759442
29,True,0.6851182215659357
30,True,0.596957086050552
31,False,1.4616940838625783
32,False,1.231195039981801
33,False,1.3386847262524713
34,False,1.4499383561647166
35,False,1.484893915847782
36,False,1.4407457194752762
37,True,0.5695568269736719
38,False,1.4453424049393042
39,False,1.1514491429838292
40,True,0.6819833243784708
41,False,1.1764936385576616
42,True,0.6303331663785726
43,True,0.7474430167889111
44,True,0.8416706746886734
45,True,0.7767525565558053
46,True,1.041667045764331
47,True,0.5977260660658176
48,True,1.0032536902499123
49,False,1.1413856872246861
50,False,1.2005536872054352
51,True,0.5442106365298579
52,False,1.3029650672156137
53,False,1.2587937649180387
54,True,0.5440306664317975
55,True,0.9680309439924794
56,False,1.3971693192803039
57,True,0.8427761588049018
58,False,1.2698666228073723
59,True,0.5291277235390424
60,False,1.4549852744455831
61,False,1.3347349227391532
62,False,1.2886102459084026
63,True,0.698169213399406
64,False,1.4427484866841471
65,True,0.6377074894359372
66,False,1.3542267331505662
67,True,1.0007503309162
68,True,0.7130319227814154
69,True,0.9009850604344279
70,True,0.6826089289479338
71,True,0.6019372900055843
72,False,1.3448319087594591
73,False,1.4124501147309076
74,False,1.5552256314508064
75,True,0.7638805193809501
76,True,0.6796183299292746
77,True,0.7584862462395264
78,False,1.3801593337708018
79,False,1.3013223148622959
80,True,0.5320447672671501
81,False,1.2941119474544467
82,True,0.6375928193852718
83,False,1.3105189813122171
84,False,1.3368660055879775
85,True,0.5112186719871904
86,True,0.8553396011874684
87,True,0.8616985414390355
88,True,0.6584873500998566
89,True,0.5788846305214741
90,True,0.8314373972692743
91,True,0.6149756202220757
92,True,0.7695235220471389
93,True,0.594007920428197
94,True,0.8087544023888912
95,False,1.3531076314721344
96,True,0.769763216253275
97,False,1.2440379390176195
98,True,1.063412720171707
99,True,0.8542458046473199
100,True,0.517133196611865
101,True,0.8157217527602153
102,True,0.7473260116780226
103,False,1.1702107943737456
104,False,1.4123594015463992
105,False,1.2509384383918483
106,True,0.7727112029173042
107,True,0.878570705128392
108,False,1.4142440178983238
109,False,1.2725964994845653
110,True,0.6791288926581267
111,True,0.6925394396415384
112,False,1.4097270401123996
113,True,0.8445621757247223
114,False,1.3120020794923983
115,True,0.7588263750741684
116,True,0.6974712386065297
117,False,1.3045856045113529
118,True,0.8306559516833637
119,True,0.82518373779832
120,False,1.2980146135344024
121,False,1.6204821169570947
122,False,1.2463806338260737
123,True,0.63168131757045
124,True,0.7199594964643908
125,False,1.226197431349279
126,False,1.3075430571891695
127,False,1.3635833609816266
128,True,0.614009113941494
129,True,0.793346779564448
130,False,1.205164706802028
131,True,0.7847378112740815
132,False,1.3279910797931724
133,True,0.6926905052351355
134,True,0.8133263367218082
135,True,0.5130320742661655
136,False,1.3016947926360112
137,True,0.6964526620740454
138,True,0.6219175170538149
139,False,1.346083211177687
140,True,0.6270168129612678
141,True,0.45042370550686067
142,True,0.7275635556659623
143,True,0.7949130568735581
144,True,0.5930872031719131
145,False,1.260775692258301
146,False,1.46812370050646
147,True,0.7661858742667852
148,True,0.6006427849307836
149,False,1.3812048379472093
150,False,1.3617231369267953
151,True,0.6297843040179802
152,True,0.8105374401243006
153,True,0.5815213289960742
154,False,1.1144587284903045
155,True,0.6269511085237429
156,False,1.3810391693284156
157,False,1.1729467408402035
158,True,0.585322289877695
159,False,1.383492923010064
160,True,0.6406788129928341
