,0,1
0,p4,1
1,p1,1
2,p1,1
3,p1,2
4,p4,1
5,p4,2
6,p1,1
7,p1,2
8,p2,1
9,p4,2
10,p3,1
11,p1,2
12,p4,1
13,p2,2
14,p3,1
15,p3,2
16,p4,1
17,p4,2
18,p3,1
19,p3,2
20,p4,1
21,p4,2
22,p1,1
23,p3,2
24,p3,1
25,p1,2
26,p4,1
27,p4,2
28,p4,1
29,p4,2
30,p3,1
31,p3,2
32,p1,1
33,p3,2
34,p2,1
35,p4,2
36,p2,1
37,p2,2
38,p1,1
39,p1,2
40,p2,1
41,p2,2
42,p3,1
43,p1,2
44,p2,1
45,p2,2
46,p1,1
47,p3,2
48,p3,1
49,p1,2
50,p4,1
51,p2,2
52,p3,1
53,p3,2
54,p4,1
55,p4,2
56,p3,1
57,p3,2
58,p4,1
59,p4,2
60,p3,1
61,p3,2
62,p4,1
63,p4,2
64,p3,1
65,p3,2
66,p2,1
67,p4,2
68,p3,1
69,p3,2
70,p2,1
71,p2,2
72,p1,1
73,p3,2
74,p4,1
75,p2,2
76,p3,1
77,p1,2
78,p2,1
79,p1,1
80,p4,2
81,p3,2
82,p2,1
83,p2,2
84,p1,1
85,p4,1
86,p1,2
87,p2,2
88,p1,1
89,p4,1
90,p1,2
91,p4,2
92,p1,1
93,p4,2
94,p1,2
95,p3,1
96,p1,2
97,p1,1
98,p3,2
99,p1,2
