,0,1
0,p1,1
1,p4,1
2,p3,1
3,p1,2
4,p2,1
5,p4,2
6,p4,1
7,p2,2
8,p1,1
9,p3,2
10,p1,1
11,p4,1
12,p1,2
13,p4,2
14,p3,1
15,p1,2
16,p4,1
17,p4,2
18,p3,1
19,p3,2
20,p2,1
21,p4,2
22,p2,1
23,p2,2
24,p3,1
25,p3,2
26,p1,1
27,p3,2
28,p2,1
29,p2,2
30,p2,1
31,p3,1
32,p2,2
33,p1,2
34,p3,1
35,p3,2
36,p4,1
37,p2,2
38,p1,1
39,p3,2
40,p2,1
41,p4,2
42,p3,1
43,p1,2
44,p4,1
45,p3,1
46,p2,2
47,p3,1
48,p3,2
49,p2,1
50,p2,1
51,p3,2
52,p3,1
53,p4,2
54,p4,1
55,p2,2
56,p1,1
57,p3,2
58,p4,1
59,p2,2
60,p1,1
61,p3,2
62,p4,2
63,p1,1
64,p2,1
65,p1,2
66,p1,2
67,p4,2
68,p3,1
69,p2,1
70,p1,2
71,p2,2
72,p1,1
73,p3,2
74,p4,1
75,p2,2
76,p2,1
77,p1,1
78,p2,1
79,p4,2
80,p4,1
81,p1,2
82,p3,1
83,p2,2
84,p2,1
85,p2,2
86,p1,2
87,p1,1
88,p4,2
89,p2,1
90,p1,1
91,p3,2
92,p2,2
93,p4,1
94,p3,1
95,p1,2
96,p2,2
97,p1,2
98,p4,2
99,p3,2
