,0,1
0,p1,1
1,p2,1
2,p1,1
3,p1,2
4,p4,1
5,p2,2
6,p2,1
7,p4,2
8,p1,1
9,p1,2
10,p3,1
11,p1,2
12,p4,1
13,p2,2
14,p1,1
15,p3,2
16,p2,1
17,p4,2
18,p1,1
19,p1,2
20,p2,1
21,p2,2
22,p2,1
23,p2,2
24,p1,1
25,p1,1
26,p1,2
27,p1,2
28,p4,1
29,p2,2
30,p3,1
31,p1,2
32,p2,1
33,p4,2
34,p1,1
35,p3,2
36,p2,1
37,p2,2
38,p1,1
39,p1,2
40,p2,1
41,p2,2
42,p4,1
43,p2,2
44,p1,1
45,p1,2
46,p2,1
47,p4,2
48,p3,1
49,p1,2
50,p2,1
51,p3,1
52,p2,2
53,p3,2
54,p1,1
55,p2,1
56,p3,2
57,p2,2
58,p2,1
59,p2,2
60,p3,1
61,p1,2
62,p2,1
63,p3,1
64,p2,2
65,p3,2
66,p1,1
67,p3,2
68,p4,1
69,p2,2
70,p1,1
71,p1,2
72,p4,1
73,p4,2
74,p4,1
75,p3,1
76,p4,2
77,p3,1
78,p2,1
79,p1,2
80,p1,1
81,p3,2
82,p4,1
83,p1,1
84,p4,2
85,p3,2
86,p4,1
87,p3,1
88,p2,2
89,p1,2
90,p4,1
91,p4,2
92,p1,2
93,p1,1
94,p4,2
95,p4,1
96,p3,2
97,p1,2
98,p4,2
99,p4,2
