,0,1
0,p4,1
1,p3,1
2,p3,1
3,p3,2
4,p4,1
5,p4,2
6,p1,1
7,p3,2
8,p4,1
9,p4,2
10,p1,1
11,p1,2
12,p2,1
13,p4,2
14,p1,1
15,p1,2
16,p2,1
17,p2,2
18,p1,1
19,p1,2
20,p2,1
21,p2,2
22,p1,1
23,p1,2
24,p2,1
25,p2,2
26,p3,1
27,p1,2
28,p4,1
29,p2,2
30,p3,1
31,p3,2
32,p4,1
33,p4,2
34,p1,1
35,p3,2
36,p2,1
37,p4,2
38,p3,1
39,p1,2
40,p2,1
41,p2,2
42,p3,1
43,p3,2
44,p1,1
45,p3,2
46,p2,1
47,p2,2
48,p1,1
49,p1,2
50,p2,1
51,p2,2
52,p3,1
53,p1,2
54,p2,1
55,p2,2
56,p3,1
57,p3,2
58,p4,1
59,p2,2
60,p3,1
61,p3,2
62,p4,1
63,p4,2
64,p3,1
65,p3,2
66,p2,1
67,p4,2
68,p1,1
69,p3,2
70,p4,1
71,p3,1
72,p2,2
73,p1,2
74,p3,1
75,p3,2
76,p4,2
77,p1,1
78,p3,2
79,p3,1
80,p1,2
81,p3,1
82,p3,2
83,p1,1
84,p3,2
85,p1,1
86,p1,2
87,p3,1
88,p1,2
89,p1,1
90,p3,2
91,p1,1
92,p1,2
93,p3,1
94,p1,2
95,p3,1
96,p3,2
97,p1,1
98,p3,2
99,p1,2
