,0,1
0,p3,1
1,p2,1
2,p3,1
3,p3,2
4,p2,1
5,p2,2
6,p3,1
7,p3,2
8,p1,1
9,p3,2
10,p2,1
11,p2,2
12,p1,1
13,p1,2
14,p2,1
15,p3,1
16,p2,2
17,p1,1
18,p4,1
19,p1,2
20,p3,1
21,p3,2
22,p2,1
23,p2,2
24,p2,1
25,p1,2
26,p3,1
27,p4,1
28,p3,1
29,p4,2
30,p2,2
31,p2,1
32,p1,1
33,p3,2
34,p3,1
35,p2,2
36,p3,2
37,p2,1
38,p4,2
39,p1,1
40,p2,1
41,p3,2
42,p3,1
43,p1,2
44,p2,2
45,p1,1
46,p2,1
47,p3,2
48,p2,2
49,p1,2
50,p2,1
51,p1,1
52,p3,2
53,p2,2
54,p3,1
55,p4,1
56,p2,2
57,p1,1
58,p2,1
59,p1,2
60,p3,1
61,p1,2
62,p2,2
63,p3,1
64,p3,2
65,p4,1
66,p4,2
67,p2,1
68,p1,2
69,p1,1
70,p3,2
71,p4,1
72,p2,2
73,p2,1
74,p4,2
75,p3,1
76,p3,2
77,p2,2
78,p2,1
79,p1,1
80,p4,2
81,p1,2
82,p2,2
83,p3,1
84,p4,1
85,p3,2
86,p1,2
87,p1,1
88,p2,1
89,p2,2
90,p3,2
91,p3,1
92,p4,2
93,p2,2
94,p1,2
95,p3,1
96,p3,2
97,p3,1
98,p3,2
99,p3,2
